iter	MultiClass
114	0.1516734606
115	0.1493959541
116	0.1475927457
117	0.1458762655
118	0.1428332245
119	0.1407205445
120	0.1389169975
121	0.1372380683
122	0.1357033238
123	0.1347408267
124	0.1325595163
125	0.1313001784
126	0.1293787148
127	0.1273767153
128	0.1262144258
129	0.1241995946
130	0.1226645522
131	0.1213777631
132	0.1197093864
133	0.1185829874
134	0.1174784497
135	0.1162885035
136	0.1148440327
137	0.1135914117
138	0.112135457
139	0.1106945329
140	0.1093233123
141	0.1081003131
142	0.1070016237
143	0.1061189663
144	0.104685793
145	0.1038554923
146	0.103158752
147	0.1023056191
148	0.1015238185
149	0.1005301782
150	0.09940809866
151	0.09868045017
152	0.09747905973
153	0.09678897844
154	0.09576980382
155	0.09512212339
156	0.09444471459
157	0.0934583062
158	0.09253569596
159	0.09180398169
160	0.09107164316
161	0.09051266291
162	0.08987500537
163	0.08927463903
164	0.08814265732
165	0.08756214343
166	0.0866808448
167	0.08604681761
168	0.0852974351
169	0.08466569951
170	0.08412703627
171	0.0835556168
172	0.08277705162
173	0.082108548
174	0.08158834094
175	0.08090767901
176	0.08038809195
177	0.07967339125
178	0.07920189137
179	0.07837874539
180	0.07786708242
181	0.077326135
182	0.07676988993
183	0.07625797706
184	0.07587146814
185	0.07515716597
186	0.07463268628
187	0.07394757282
188	0.07360397392
189	0.07301595149
190	0.07256573871
191	0.07207114356
192	0.07158766858
193	0.07123963666
194	0.07065546967
195	0.07004194117
196	0.06963794178
197	0.06915218583
198	0.06869168418
199	0.06828382852
200	0.06781069323
201	0.0673585091
202	0.06707207488
203	0.06654272762
204	0.06617623663
205	0.06575919999
206	0.06541008866
207	0.06485749123
208	0.06440616882
209	0.06398733183
210	0.06348339583
211	0.06312678094
212	0.06272480598
213	0.06221582431
214	0.06181738303
215	0.06150990902
216	0.06114142
217	0.06085756289
218	0.06029055609
219	0.05990856206
220	0.05961765155
221	0.05930674188
222	0.05890486112
223	0.05862162757
224	0.05831183656
225	0.05808254662
226	0.05785243423
227	0.05740791195
228	0.05717331506
229	0.05687421792
230	0.05655486525
231	0.05626943059
232	0.05587931614
233	0.05554003046
234	0.05519340156
235	0.05491283992
236	0.0544869632
237	0.05427265663
238	0.05405001347
239	0.05369334811
240	0.05343777939
241	0.05317423011
242	0.05282578158
243	0.0524722107
244	0.05221826094
245	0.05193004403
246	0.05170043033
247	0.05146000021
248	0.05119874186
249	0.05094767335
250	0.05060947296
251	0.05033973379
252	0.05002605857
253	0.04979871552
254	0.04960053916
255	0.04917563387
256	0.04889747153
257	0.04862087393
258	0.04838874591
259	0.04820210348
260	0.04802483229
261	0.04776735248
262	0.0475846786
263	0.04715941898
264	0.0469491342
265	0.04675594346
266	0.04646323766
267	0.04626007155
268	0.04604713667
269	0.04581600234
270	0.04562631502
271	0.04533891442
272	0.04507268364
273	0.04481250988
274	0.04461312379
275	0.04445275431
276	0.04424550729
277	0.04407452692
278	0.04388948995
279	0.04367583088
280	0.04344398439
281	0.04324956953
282	0.04307156854
283	0.04289548808
284	0.04273352597
285	0.04257507283
286	0.04233837536
287	0.04220652537
288	0.04205513049
289	0.04184472908
290	0.04143996565
291	0.04123559002
292	0.04111585335
293	0.04094741452
294	0.04077573907
295	0.04063950493
296	0.04048008539
297	0.04027089776
298	0.04008114105
299	0.03994945951
300	0.03972370136
301	0.03954482513
302	0.03938550763
303	0.03924012038
304	0.03903613596
305	0.03883508479
306	0.03871011805
307	0.03857325692
308	0.03836762646
309	0.03815592466
310	0.03799793111
311	0.03786093539
312	0.03771951437
313	0.03754655925
314	0.03735894158
315	0.03722247072
316	0.0371263086
317	0.0370025951
318	0.03687232879
319	0.03672785469
320	0.03661714293
321	0.03640981735
322	0.03625816384
323	0.03615366135
324	0.03602657888
325	0.03591779891
326	0.03572083244
327	0.03557835645
328	0.03545982054
329	0.03534946551
330	0.03524021056
331	0.0351177039
332	0.03499330638
333	0.03481699126
334	0.03468645697
335	0.03456419331
336	0.03447457407
337	0.03436217145
338	0.03409869795
339	0.03395934833
340	0.03383078539
341	0.03370561594
342	0.03359608199
343	0.03351124283
344	0.03341065985
345	0.03329653088
346	0.03316955047
347	0.03305601883
348	0.03296938551
349	0.03286266252
350	0.0327294495
351	0.03263142834
352	0.03253868323
353	0.03243476966
354	0.03234837637
355	0.03227028603
356	0.03215161831
357	0.03204146564
358	0.03193621198
359	0.03183097235
360	0.03167503874
361	0.03158413253
362	0.03149205093
363	0.031392282
364	0.03129574949
365	0.0311878005
366	0.03108995524
367	0.03087011903
368	0.03074950285
369	0.03064509423
370	0.03057581792
371	0.0304607925
372	0.03035897906
373	0.0302806339
374	0.03018997929
375	0.0301155096
376	0.03000885215
377	0.02987988641
378	0.02978648244
379	0.02967528284
380	0.02960077813
381	0.02948198058
382	0.02939760908
383	0.02930501936
384	0.02923498408
385	0.02915533352
386	0.02906690448
387	0.02899989852
388	0.02889721922
389	0.02879252284
390	0.02870300405
391	0.02859837069
392	0.02850452993
393	0.02843651864
394	0.02836603058
395	0.02829214797
396	0.02822135691
397	0.02810637694
398	0.02801027308
399	0.02786026572
400	0.02776234071
401	0.02769395786
402	0.02762795895
403	0.02754204146
404	0.02744916933
405	0.02737659301
406	0.02729111384
407	0.02722921245
408	0.02713449705
409	0.02707509009
410	0.02699924396
411	0.02693705504
412	0.02684561482
413	0.02678567556
414	0.02669528711
415	0.02661652056
416	0.02657862492
417	0.0265200369
418	0.02646359228
419	0.02638979036
420	0.0262780409
421	0.0262067485
422	0.02611554711
423	0.02604160557
424	0.02597589707
425	0.02590652714
426	0.02585240795
427	0.02574381314
428	0.02566150132
429	0.02557782782
430	0.02552586008
431	0.02548362474
432	0.02542268199
433	0.02532681154
434	0.02524616634
435	0.02515731257
436	0.0250928013
437	0.02502609889
438	0.02495775949
439	0.02489943985
440	0.02483760768
441	0.02472329976
442	0.02463577957
443	0.02460189497
444	0.02452185784
445	0.0244386937
446	0.0243766333
447	0.02427331635
448	0.02419166131
449	0.02413716847
450	0.02409005221
451	0.023986235
452	0.02394491031
453	0.02387328898
454	0.02379677483
455	0.02374995454
456	0.02370733109
457	0.02364479191
458	0.02360183693
459	0.02354115698
460	0.02345485426
461	0.02338419068
462	0.02332760738
463	0.02326806226
464	0.02320464744
465	0.02312621259
466	0.02305236829
467	0.02297760809
468	0.02291110666
469	0.0228399651
470	0.02280068091
471	0.02273382534
472	0.02265499042
473	0.02259166651
474	0.02255113318
475	0.02250267062
476	0.02246283505
477	0.02242556644
478	0.02237174501
479	0.02233641402
480	0.02226632671
481	0.02221860328
482	0.02217413162
483	0.02211646098
484	0.02208344723
485	0.02203468424
486	0.02195618748
487	0.02188823049
488	0.0218472307
489	0.02178887764
490	0.02174915581
491	0.02169063403
492	0.02162621182
493	0.02157088999
494	0.02151102298
495	0.02146357242
496	0.02138233871
497	0.02133480642
498	0.02127534438
499	0.02122226694
500	0.02117612779
501	0.0210703724
502	0.02103661175
503	0.02098137934
504	0.02092454898
505	0.02087512331
506	0.02083248004
507	0.02076211201
508	0.02071831038
509	0.02063068241
510	0.02058996894
511	0.02053257406
512	0.02047626104
513	0.02041967655
514	0.02035753783
515	0.02027800041
516	0.02022948675
517	0.0201805683
518	0.02011826434
519	0.02006621811
520	0.02001927211
521	0.01997282032
522	0.01992674114
523	0.0198782212
524	0.01983890359
525	0.0197780307
526	0.01972899647
527	0.01969453537
528	0.01965801637
529	0.01961634429
530	0.01957632098
531	0.01948295249
532	0.01943644935
533	0.01940397452
534	0.01934980484
535	0.0193190504
536	0.01925988839
537	0.01920134808
538	0.01915404854
539	0.01909431714
540	0.01905864354
541	0.01902093013
542	0.01897309702
543	0.01892459576
544	0.01889924183
545	0.01884445929
546	0.01880857745
547	0.01878048894
548	0.01874202395
549	0.01871263283
550	0.01865991351
551	0.01860093831
552	0.0185414294
553	0.01850765282
554	0.01847323934
555	0.01844184952
556	0.01841027564
557	0.01837296836
558	0.01833949987
559	0.01830046439
560	0.01825481574
561	0.01821978566
562	0.01816169639
563	0.01812916631
564	0.0180922854
565	0.01804803185
566	0.01800839187
567	0.01798608511
568	0.01794713186
569	0.01790194213
570	0.01787208875
571	0.01781864549
572	0.01778718777
573	0.01774709729
574	0.01772272491
575	0.01769708333
576	0.01766462182
577	0.01764088775
578	0.01760724476
579	0.01757422801
580	0.01755499472
581	0.01751907854
582	0.01748665064
583	0.01745020154
584	0.01742604734
585	0.01739238544
586	0.01734482493
587	0.01731745594
588	0.0172860315
589	0.01725553608
590	0.01721124318
591	0.01717668985
592	0.01714413737
593	0.01710557539
594	0.0170811355
595	0.01705833672
596	0.01702925944
597	0.01699837753
598	0.01696633727
599	0.01691555354
600	0.01687233169
601	0.0168399126
602	0.01680855227
603	0.01677666397
604	0.01672794759
605	0.01668958949
606	0.01665295234
607	0.01662109619
608	0.01658055672
609	0.01654701904
610	0.01652473644
611	0.01649699043
612	0.01647175295
613	0.01644042115
614	0.0164154487
615	0.01637927029
616	0.01634792846
617	0.01630717517
618	0.01626854957
619	0.01624058061
620	0.01620876578
621	0.01615336801
622	0.01613406633
623	0.01611499829
624	0.01608698318
625	0.01604914263
626	0.01601502697
627	0.01597783834
628	0.01594991723
629	0.01591937249
630	0.01589958453
631	0.01586679431
632	0.01583840718
633	0.01581630957
634	0.01578856877
635	0.01575148965
636	0.01572886197
637	0.01569090782
638	0.0156468029
639	0.01562558435
640	0.01560233297
641	0.01557290062
642	0.01554996013
643	0.01552827181
644	0.01549548417
645	0.01547090397
646	0.01544008868
647	0.01541431466
648	0.01539061059
649	0.01537136296
650	0.01534017533
651	0.01531795859
652	0.01529204724
653	0.01526468094
654	0.01523496436
655	0.01520363195
656	0.01518575568
657	0.01516339247
658	0.01514495862
659	0.01511096135
660	0.01509177077
661	0.01507593603
662	0.01505000938
663	0.01501065985
664	0.01498941748
665	0.01496186962
666	0.01493610171
667	0.01490883951
668	0.01488451924
669	0.0148582889
670	0.01483746705
671	0.01481697741
672	0.01479324483
673	0.01476683188
674	0.0147425983
675	0.01471584999
676	0.01469395814
677	0.01466153894
678	0.01463608887
679	0.01461195818
680	0.01459171067
681	0.01454877233
682	0.01452900992
683	0.01449995022
684	0.01446953873
685	0.01444004284
686	0.01441224637
687	0.01439068507
688	0.01437204462
689	0.01435026933
690	0.01432066989
691	0.01430521455
692	0.01428412431
693	0.01426333197
694	0.01423612695
695	0.01421119929
696	0.01419050439
697	0.01417334289
698	0.01414740297
699	0.01411800159
700	0.01409462388
701	0.01407022045
702	0.01404525898
703	0.01401672501
704	0.01400106249
705	0.01397173172
706	0.0139526418
707	0.01393824381
708	0.01390716878
709	0.01388779804
710	0.01386970489
711	0.01384815399
712	0.01382971442
713	0.01380814325
714	0.01379183654
715	0.01376793046
716	0.01374106626
717	0.01371751825
718	0.01370113212
719	0.01368759947
720	0.01366554799
721	0.0136433825
722	0.01362096392
723	0.01360038448
724	0.01358082029
725	0.01355784427
726	0.01353855419
727	0.01352302899
728	0.01350496984
729	0.0134874118
730	0.01346331475
731	0.01344150809
732	0.01341773389
733	0.01339774156
734	0.01338468059
735	0.01335819561
736	0.01334224516
737	0.01332042651
738	0.01330501642
739	0.01328592317
740	0.01327444
741	0.01325785915
742	0.0132314569
743	0.01320629011
744	0.01318357869
745	0.01316511542
746	0.01314911877
747	0.01313326886
748	0.01310876407
749	0.01309065503
750	0.01306498097
751	0.01304427215
752	0.01301909717
753	0.01300333235
754	0.0129817013
755	0.01295623755
756	0.01293519551
757	0.01291575741
758	0.01289846031
759	0.01288288344
760	0.01287020843
761	0.0128531545
762	0.01283285357
763	0.01281400367
764	0.01279536919
765	0.01277454479
766	0.01275894863
767	0.0127395703
768	0.01272144655
769	0.01270217787
770	0.01268595974
771	0.01267127867
772	0.01265496573
773	0.01263329502
774	0.01261839319
775	0.01260171569
776	0.01258475721
777	0.01256022835
778	0.01254729593
779	0.01252990663
780	0.01251342649
781	0.01249201262
782	0.01247817992
783	0.01246341182
784	0.01245017185
785	0.01241428589
786	0.01240228873
787	0.01239098603
788	0.01237551031
789	0.01235956825
790	0.01232904242
791	0.01230844209
792	0.01228909837
793	0.01226767858
794	0.01224982332
795	0.01223331966
796	0.01221796041
797	0.01220526448
798	0.01219134781
799	0.01217981233
800	0.01216520504
801	0.01215105035
802	0.01213332419
803	0.01211808387
804	0.01210051095
805	0.01208765134
806	0.01206798067
807	0.012054116
808	0.01204185877
809	0.01202817002
810	0.01200513246
811	0.01199375227
812	0.01197360653
813	0.01195463811
814	0.01193966747
815	0.0119184987
816	0.01190266481
817	0.01189062675
818	0.01187285543
819	0.01185360801
820	0.01183673333
821	0.01182192458
822	0.0118109157
823	0.01179316925
824	0.01177776923
825	0.01175156652
826	0.011739142
827	0.01172368273
828	0.01170344016
829	0.01168927257
830	0.01167747834
831	0.01166423637
832	0.01165193539
833	0.01163115567
834	0.01161294695
835	0.01159449694
836	0.0115743474
837	0.01156015905
838	0.01154336952
839	0.01153021334
840	0.01150466037
841	0.01149274556
842	0.0114830732
843	0.01147159533
844	0.01145865862
845	0.01143295939
846	0.01141187826
847	0.01139398577
848	0.01137710799
849	0.01136102598
850	0.01134984484
851	0.01133133859
852	0.01130714261
853	0.01128943831
854	0.01127547419
855	0.01126447834
856	0.01123789484
857	0.01122572584
858	0.01121300996
859	0.01119921239
860	0.01117975825
861	0.01116332069
862	0.01114840791
863	0.01113698756
864	0.0111148728
865	0.01109754727
866	0.01108706397
867	0.01107104899
868	0.01105914827
869	0.0110434205
870	0.0110234044
871	0.0110035762
872	0.01099490713
873	0.01098420999
874	0.01096744873
875	0.01095656501
876	0.01094071512
877	0.01092963978
878	0.01091571356
879	0.0109001638
880	0.01088877805
881	0.01087733377
882	0.01086540484
883	0.01085368275
884	0.01084378882
885	0.01082637221
886	0.01081528523
887	0.0108002907
888	0.01078713201
889	0.01077739195
890	0.01076562277
891	0.01075282923
892	0.01073955219
893	0.01072610283
894	0.01071772178
895	0.01070467407
896	0.01069423801
897	0.01067696157
898	0.01066550549
899	0.01065688116
900	0.01064180045
901	0.0106279925
902	0.01061310756
903	0.01059862975
904	0.01058535327
905	0.01056677553
906	0.01055465937
907	0.01053856166
908	0.01052558303
909	0.01050978879
910	0.01050142082
911	0.01048879757
912	0.01047340133
913	0.0104607776
914	0.01045053091
915	0.01043915446
916	0.01043078367
917	0.01042276553
918	0.01040783893
919	0.01039439517
920	0.01037980577
921	0.01036758727
922	0.01035794556
923	0.01034582295
924	0.01033680616
925	0.0103279334
926	0.01031471663
927	0.01030326263
928	0.01028639286
929	0.01027689305
930	0.01026722854
931	0.01026053293
932	0.01024687342
933	0.01023920587
934	0.01022803411
935	0.0102119055
936	0.01019476788
937	0.01016899483
938	0.01015446758
939	0.01014519953
940	0.01013442795
941	0.01011949999
942	0.01010791597
943	0.01010012821
944	0.01008980488
945	0.01008171766
946	0.0100674234
947	0.01005698047
948	0.01004662476
949	0.01003376354
950	0.01002388114
951	0.01001160358
952	0.01000143104
953	0.009986960754
954	0.009964649894
955	0.009953065612
956	0.009940972881
957	0.009928414723
958	0.009909349446
959	0.009894771744
960	0.009885843975
961	0.009876415605
962	0.009861455935
963	0.009846467325
964	0.009836953418
965	0.009825973165
966	0.009809976535
967	0.009796006591
968	0.009786909646
969	0.009777845452
970	0.009766977674
971	0.009754144371
972	0.009746801856
973	0.009736059293
974	0.009725554529
975	0.009716220193
976	0.009702866288
977	0.009695162637
978	0.009678905276
979	0.009664706836
980	0.00964941346
981	0.009636242732
982	0.009625876797
983	0.009613106885
984	0.009601439278
985	0.00959201388
986	0.009577120935
987	0.00956899182
988	0.009557803896
989	0.009544662283
990	0.009537713945
991	0.009527912074
992	0.009518578869
993	0.009500258814
994	0.009488345663
995	0.00947765593
996	0.009466081085
997	0.009456173011
998	0.009445826029
999	0.009434477282
